feature_file,feature_tokens,scale,metric,pct,base_backend,variant_backend,base,variant,improve_pct
idleka,idleka,0.4,ttft_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,7.949915976496413,7.899443007772788,0.6348868198462237
idleka,idleka,0.4,ttft_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,9.83629620168358,10.330550209619105,-5.024797930047363
idleka,idleka,0.4,ttft_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,11.635485169827003,11.531023351708416,0.8977865262505417
idleka,idleka,0.4,itl_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,1.274758018553257,1.2747920118272305,-0.0026666452360930796
idleka,idleka,0.4,itl_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,1.5174136264249682,1.5231439843773842,-0.37763981109861827
idleka,idleka,0.4,itl_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,2.4203383596614008,2.3789898119867017,1.7083788103281414
idleka,idleka,0.4,tpot_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,1.330447748054083,1.3314974312256724,-0.07889698585492344
idleka,idleka,0.4,tpot_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,1.442046002232458,1.4379857958061308,0.28155873113904933
idleka,idleka,0.4,tpot_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,1.5756085286041588,1.5552822079217998,1.2900616056176193
idleka,idleka,0.4,e2e_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,172.16598900267854,172.4531474756077,-0.16679163787958276
idleka,idleka,0.4,e2e_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,186.18823157739826,186.90772137488239,-0.386431404062742
idleka,idleka,0.4,e2e_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,204.8703487619059,205.66953392291904,-0.39009313248250727
lastlogits,lastlogits,0.4,ttft_ms,p50,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+batch16+wupcg16+pmeta+fastplan,8.06313099747058,8.09944850334432,-0.4504144343572316
lastlogits,lastlogits,0.4,ttft_ms,p90,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+batch16+wupcg16+pmeta+fastplan,11.507742403773591,12.005624710582197,-4.3264985375875415
lastlogits,lastlogits,0.4,ttft_ms,p99,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+batch16+wupcg16+pmeta+fastplan,14.800841882242814,14.954037317947941,-1.0350454178483066
lastlogits,lastlogits,0.4,itl_ms,p50,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+batch16+wupcg16+pmeta+fastplan,1.2711859890259802,1.2739350204356015,-0.21625721439296436
lastlogits,lastlogits,0.4,itl_ms,p90,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+batch16+wupcg16+pmeta+fastplan,1.5225702081806958,1.5280682186130434,-0.361100618073775
lastlogits,lastlogits,0.4,itl_ms,p99,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+batch16+wupcg16+pmeta+fastplan,2.553374816779981,2.5061025226023115,1.8513652546038515
lastlogits,lastlogits,0.4,tpot_ms,p50,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+batch16+wupcg16+pmeta+fastplan,1.3324910677072181,1.3362009882171617,-0.278419915889352
lastlogits,lastlogits,0.4,tpot_ms,p90,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+batch16+wupcg16+pmeta+fastplan,1.43682103293065,1.443007464665093,-0.4305638345107301
lastlogits,lastlogits,0.4,tpot_ms,p99,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+batch16+wupcg16+pmeta+fastplan,1.5821802904407718,1.5872151022236132,-0.31821985226719973
lastlogits,lastlogits,0.4,e2e_ms,p50,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+batch16+wupcg16+pmeta+fastplan,172.4459940160159,173.5002394998446,-0.6113482019946462
lastlogits,lastlogits,0.4,e2e_ms,p90,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+batch16+wupcg16+pmeta+fastplan,186.8058191088494,187.52003049303312,-0.3823282313103776
lastlogits,lastlogits,0.4,e2e_ms,p99,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+batch16+wupcg16+pmeta+fastplan,207.18130430526793,209.73535939730934,-1.23276330391191
lastlogits_peager,lastlogits+peager,0.4,ttft_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+peager+batch16+pprio1+wupcg16+pmeta+fastplan,7.949915976496413,7.9175739956554025,0.40682166876516046
lastlogits_peager,lastlogits+peager,0.4,ttft_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+peager+batch16+pprio1+wupcg16+pmeta+fastplan,9.83629620168358,10.158028081059456,-3.2708640811447642
lastlogits_peager,lastlogits+peager,0.4,ttft_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+peager+batch16+pprio1+wupcg16+pmeta+fastplan,11.635485169827003,12.431919957743947,-6.844878200543357
lastlogits_peager,lastlogits+peager,0.4,itl_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+peager+batch16+pprio1+wupcg16+pmeta+fastplan,1.274758018553257,1.274868962354958,-0.008703126404098305
lastlogits_peager,lastlogits+peager,0.4,itl_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+peager+batch16+pprio1+wupcg16+pmeta+fastplan,1.5174136264249682,1.5145165205467492,0.19092393977274344
lastlogits_peager,lastlogits+peager,0.4,itl_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+peager+batch16+pprio1+wupcg16+pmeta+fastplan,2.4203383596614008,2.3542921780608577,2.7287995224677095
lastlogits_peager,lastlogits+peager,0.4,tpot_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+peager+batch16+pprio1+wupcg16+pmeta+fastplan,1.330447748054083,1.3285141104124634,0.14533736063275196
lastlogits_peager,lastlogits+peager,0.4,tpot_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+peager+batch16+pprio1+wupcg16+pmeta+fastplan,1.442046002232458,1.4343641028512095,0.532708344210651
lastlogits_peager,lastlogits+peager,0.4,tpot_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+peager+batch16+pprio1+wupcg16+pmeta+fastplan,1.5756085286041588,1.5540843878645358,1.3660843000571539
lastlogits_peager,lastlogits+peager,0.4,e2e_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+peager+batch16+pprio1+wupcg16+pmeta+fastplan,172.16598900267854,172.40451098768972,-0.13854187252249012
lastlogits_peager,lastlogits+peager,0.4,e2e_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+peager+batch16+pprio1+wupcg16+pmeta+fastplan,186.18823157739826,185.7126415881794,0.25543504290772456
lastlogits_peager,lastlogits+peager,0.4,e2e_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+lastlogits+peager+batch16+pprio1+wupcg16+pmeta+fastplan,204.8703487619059,205.49553083546922,-0.30515986200126255
nopad,nopad,0.4,ttft_ms,p50,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan+nopad,8.06313099747058,7.929443003376946,1.6580159014602687
nopad,nopad,0.4,ttft_ms,p90,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan+nopad,11.507742403773591,11.720925907138735,-1.8525223791526435
nopad,nopad,0.4,ttft_ms,p99,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan+nopad,14.800841882242814,16.4154530732776,-10.908914532570627
nopad,nopad,0.4,itl_ms,p50,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan+nopad,1.2711859890259802,1.277642004424706,-0.5078733918136287
nopad,nopad,0.4,itl_ms,p90,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan+nopad,1.5225702081806958,1.5141045092605054,0.5560136980682102
nopad,nopad,0.4,itl_ms,p99,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan+nopad,2.553374816779981,2.608892090793224,-2.174270445858598
nopad,nopad,0.4,tpot_ms,p50,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan+nopad,1.3324910677072181,1.334933303163651,-0.18328343923799356
nopad,nopad,0.4,tpot_ms,p90,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan+nopad,1.43682103293065,1.4344898039680414,0.1622490838579792
nopad,nopad,0.4,tpot_ms,p99,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan+nopad,1.5821802904407718,1.6046388016675794,-1.4194659965427225
nopad,nopad,0.4,e2e_ms,p50,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan+nopad,172.4459940160159,172.57937700196635,-0.07734768598803153
nopad,nopad,0.4,e2e_ms,p90,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan+nopad,186.8058191088494,186.3197580067208,0.2601959106238366
nopad,nopad,0.4,e2e_ms,p99,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan+nopad,207.18130430526793,211.04701243515592,-1.8658576085572505
opool,opool,0.4,ttft_ms,p50,roseinfer+chunk1024+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+pprio1+wupcg16+opool+pmeta+fastplan,8.001581489224918,7.982728508068249,0.23561568649969186
opool,opool,0.4,ttft_ms,p90,roseinfer+chunk1024+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+pprio1+wupcg16+opool+pmeta+fastplan,10.72062729508616,10.492196906125173,2.1307558100232558
opool,opool,0.4,ttft_ms,p99,roseinfer+chunk1024+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+pprio1+wupcg16+opool+pmeta+fastplan,13.403965632023743,14.00887439056532,-4.512908904334803
opool,opool,0.4,itl_ms,p50,roseinfer+chunk1024+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+pprio1+wupcg16+opool+pmeta+fastplan,1.2767535081366077,1.2774144997820258,-0.0517712809250714
opool,opool,0.4,itl_ms,p90,roseinfer+chunk1024+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+pprio1+wupcg16+opool+pmeta+fastplan,1.5208356111543253,1.5126901067560543,0.5355940075659131
opool,opool,0.4,itl_ms,p99,roseinfer+chunk1024+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+pprio1+wupcg16+opool+pmeta+fastplan,2.5322177947964506,2.546398589911401,-0.5600148274801265
opool,opool,0.4,tpot_ms,p50,roseinfer+chunk1024+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+pprio1+wupcg16+opool+pmeta+fastplan,1.3360305393424516,1.3358534920335505,0.013251741160666077
opool,opool,0.4,tpot_ms,p90,roseinfer+chunk1024+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+pprio1+wupcg16+opool+pmeta+fastplan,1.4339606955872986,1.4396648057176464,-0.39778706263714475
opool,opool,0.4,tpot_ms,p99,roseinfer+chunk1024+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+pprio1+wupcg16+opool+pmeta+fastplan,1.5736880561558704,1.5700047340071723,0.23405668831823542
opool,opool,0.4,e2e_ms,p50,roseinfer+chunk1024+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+pprio1+wupcg16+opool+pmeta+fastplan,172.872560491669,173.04241452075075,-0.09825389789951504
opool,opool,0.4,e2e_ms,p90,roseinfer+chunk1024+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+pprio1+wupcg16+opool+pmeta+fastplan,186.39619391178712,186.88875469670165,-0.26425474392875076
opool,opool,0.4,e2e_ms,p99,roseinfer+chunk1024+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+batch16+pprio1+wupcg16+opool+pmeta+fastplan,206.47802787745604,205.518857735442,0.4645386009708061
pbuild,pbuild,0.4,ttft_ms,p50,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+pbuild+batch16+wupcg16+pmeta+fastplan,8.06313099747058,7.92335401638411,1.7335323105914875
pbuild,pbuild,0.4,ttft_ms,p90,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+pbuild+batch16+wupcg16+pmeta+fastplan,11.507742403773591,11.790021896013059,-2.4529528237172165
pbuild,pbuild,0.4,ttft_ms,p99,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+pbuild+batch16+wupcg16+pmeta+fastplan,14.800841882242814,14.530861606763196,1.8240872892745694
pbuild,pbuild,0.4,itl_ms,p50,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+pbuild+batch16+wupcg16+pmeta+fastplan,1.2711859890259802,1.2735789932776242,-0.18824973468104417
pbuild,pbuild,0.4,itl_ms,p90,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+pbuild+batch16+wupcg16+pmeta+fastplan,1.5225702081806958,1.4989755931310356,1.5496569499972799
pbuild,pbuild,0.4,itl_ms,p99,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+pbuild+batch16+wupcg16+pmeta+fastplan,2.553374816779981,2.4699919088743707,3.2655960792612078
pbuild,pbuild,0.4,tpot_ms,p50,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+pbuild+batch16+wupcg16+pmeta+fastplan,1.3324910677072181,1.332740621616463,-0.018728373892536503
pbuild,pbuild,0.4,tpot_ms,p90,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+pbuild+batch16+wupcg16+pmeta+fastplan,1.43682103293065,1.437905208110821,-0.07545652209444151
pbuild,pbuild,0.4,tpot_ms,p99,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+pbuild+batch16+wupcg16+pmeta+fastplan,1.5821802904407718,1.5804238277455371,0.11101533155525135
pbuild,pbuild,0.4,e2e_ms,p50,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+pbuild+batch16+wupcg16+pmeta+fastplan,172.4459940160159,172.35450299631339,0.05305488261676828
pbuild,pbuild,0.4,e2e_ms,p90,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+pbuild+batch16+wupcg16+pmeta+fastplan,186.8058191088494,186.59934579045512,0.11052831190122836
pbuild,pbuild,0.4,e2e_ms,p99,roseinfer+chunk1024+batch16+wupcg16+pmeta+fastplan,roseinfer+chunk1024+pbuild+batch16+wupcg16+pmeta+fastplan,207.18130430526793,208.26158145704537,-0.5214163292387235
pbuild2,pbuild,0.4,ttft_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,roseinfer+chunk1024+pbuild+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,7.899443007772788,8.12390900682658,-2.841542104081568
pbuild2,pbuild,0.4,ttft_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,roseinfer+chunk1024+pbuild+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,10.330550209619105,10.603461402934045,-2.641787589017509
pbuild2,pbuild,0.4,ttft_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,roseinfer+chunk1024+pbuild+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,11.531023351708416,13.760533052263781,-19.33488149796388
pbuild2,pbuild,0.4,itl_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,roseinfer+chunk1024+pbuild+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,1.2747920118272305,1.275093003641814,-0.023611052767118584
pbuild2,pbuild,0.4,itl_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,roseinfer+chunk1024+pbuild+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,1.5231439843773842,1.5159518807195127,0.47218803551335975
pbuild2,pbuild,0.4,itl_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,roseinfer+chunk1024+pbuild+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,2.3789898119867017,2.3792702675564175,-0.011788851230160503
pbuild2,pbuild,0.4,tpot_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,roseinfer+chunk1024+pbuild+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,1.3314974312256724,1.330769724417918,0.0546532641136678
pbuild2,pbuild,0.4,tpot_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,roseinfer+chunk1024+pbuild+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,1.4379857958061308,1.437802872810207,0.012720779054793898
pbuild2,pbuild,0.4,tpot_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,roseinfer+chunk1024+pbuild+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,1.5552822079217998,1.535522647620926,1.2704807012019326
pbuild2,pbuild,0.4,e2e_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,roseinfer+chunk1024+pbuild+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,172.4531474756077,172.59730101795867,-0.08358997470392193
pbuild2,pbuild,0.4,e2e_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,roseinfer+chunk1024+pbuild+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,186.90772137488239,186.5963480900973,0.1665919858712273
pbuild2,pbuild,0.4,e2e_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,roseinfer+chunk1024+pbuild+peager+batch16+pprio1+wupcg16+pmeta+fastplan+idleka,205.66953392291904,204.23795616778074,0.6960572758796808
pcap8,pcap8,0.4,ttft_ms,p50,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pcap8+pprio1+wupcg16+pmeta+fastplan,7.949915976496413,8.282092050649226,-4.1783595592063705
pcap8,pcap8,0.4,ttft_ms,p90,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pcap8+pprio1+wupcg16+pmeta+fastplan,9.83629620168358,10.073231917340308,-2.408789963199498
pcap8,pcap8,0.4,ttft_ms,p99,roseinfer+chunk1024+peager+batch16+pprio1+wupcg16+pmeta+fastplan,roseinfer+chunk1024+peager+batch16+pcap8+pprio1+wupcg16+pmeta+fastplan,11.635485169827003,13.055477441521358,-12.203979902588516
